"loan_amnt","funded_amnt","funded_amnt_inv","term","batch_enrolled","int_rate","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","address","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","last_week_pay","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","no_funded_amnt"
"10200","10200","10200.0","36 months","BAT4729018","16.49","D","D3","installer","< 1 year","MORTGAGE","34000","371xx,TN","23.61","0","1","8","0","8285","53.5","17","258.6","0","0","0","0","8th week","0","673","30848","15500","1.0"
"15000","15000","15000.0","36 months","BAT5260863","11.53","B","B5",,"n/a","MORTGAGE","50000","894xx,NV","13.61","0","1","9","0","11515","51.2","19","265.66","0","0","0","0","9th week","0","0","197158","22500","1.0"
"30000","30000","30000.0","36 months","BAT5662637","8.18","B","B1","Director, Talent Acquisition","2 years","RENT","250000","941xx,CA","6","0","0","10","0","22421","74","28","944.57","0","0","0","0","22th week","0","0","38709","30300","1.0"
"35000","35000","35000.0","36 months","BAT6248271","20.2","E","E3","registered nurse","10+ years","MORTGAGE","98000","107xx,NY","10.06","1","1","13","0","2673","33.8","35","6843.27","0","0","0","0","65th week","0","0","423943","7900","1.0"
"5000","5000","5000.0","36 months","BAT4729018","11.44","B","B4","Cashier","8 years","RENT","21893.26","919xx,CA","10.14","0","1","2","0","4779","95.6","6","457.98","0","0","0","0","48th week","0","0","4779","5000","1.0"
"19200","19200","19200.0","60 months","BAT4268557","11.53","B","B5","Physician Assistant","10+ years","RENT","108000","319xx,GA","31.06","0","0","15","0","23009","47.7","47","1728.45","0","0","0","0","44th week","0","0","283118","48200","1.0"
"24000","24000","24000.0","60 months","BAT3404765","23.83","F","F5","Jabil Circuit","< 1 year","RENT","85000","910xx,CA","18.92","0","2","7","0","32873","45.1","12","12082.18","0","0","0","0","130th week","0","0","72739","72851","1.0"
"24000","24000","24000.0","36 months","BAT5662637","6.24","A","A2","Consultant Pharmacist","9 years","MORTGAGE","130000","447xx,OH","5.29","0","0","11","0","43684","56.5","33","575.58","0","0","0","0","26th week","0","0","155417","77300","1.0"
"20000","20000","20000.0","36 months","BAT3141736","14.09","B","B5","Banana Republic","7 years","RENT","54000","021xx,MA","17.66","0","1","6","0","14594","53.5","10","4542.74","0","0","0","0","135th week","0","0","30032","27300","1.0"
"20000","20000","20000.0","60 months","BAT6248271","14.99","C","C5","Mold maker","10+ years","RENT","47000","601xx,IL","21.79","5","0","5","0","8278","75.3","23","3401.28","0","0","0","0","65th week","0","0","26927","11000","1.0"
"7500","7500","7500.0","36 months","BAT5241177","12.69","C","C2","Sales","3 years","RENT","27150","210xx,MD","9.86","0","0","13","0","9536","47.4","24","227.16","0","0","0","0","13th week","0","0","46609","20100","1.0"
"5000","5000","5000.0","36 months","BAT5019662","11.99","B","B3","custodial","10+ years","MORTGAGE","42600","154xx,PA","8.28","1","0","4","1","2504","89.4","11","812.41","0","0","0","0","95th week","0","0","87200","2800","1.0"
"8000","8000","8000.0","36 months","BAT6248271","13.35","C","C2","Ultrasound technologist","7 years","MORTGAGE","80000","085xx,NJ","15.12","1","1","14","1","14645","48.8","22","254.98","0","0","0","0","13th week","0","0","302196","30000","1.0"
"8400","8400","8400.0","36 months","BAT4031849","19.52","D","D4","Department of Veterans affairs","6 years","MORTGAGE","1.00E+05","891xx,NV","16.98","0","1","13","0","19858","75.2","20","401.8","0","0","0","0","13th week","0","0","229893","26400","1.0"
"5000","5000","4975.0","60 months","BAT3822483","10.37","B","B3","LSAC","10+ years","MORTGAGE","1.00E+05","189xx,PA","1.72","1","2","17","0","0","0","40","127.98","0","0","0","0","13th week","0",,"0","0","1.0"
"7200","7200","7200.0","36 months","BAT3938478","19.2","D","D3","TSO","3 years","OWN","40000","282xx,NC","20.34","0","0","6","0","7173","47.5","10","1529.03","0","0","0","0","70th week","0","0","23909","15100","1.0"
"14000","14000","14000.0","36 months","BAT5349407","6.62","A","A2","Account Executive","6 years","MORTGAGE","50500","841xx,UT","14.73","0","0","13","0","15924","56.1","28","1264.66","0","0","0","0","100th week","0","575","207912","28400","1.0"
"35000","35000","35000.0","36 months","BAT3369838","16.29","C","C4","Greater Metropolitan Area Housing Auth","10+ years","MORTGAGE","88000","612xx,IL","22.54","0","0","6","0","44652","94","15","9314.2","0","0","0","0","139th week","0","0","142455","47500","1.0"
"7050","7050","7050.0","36 months","BAT5260863","16.99","D","D3","Caregiver","2 years","RENT","26000","897xx,NV","20.73","0","1","9","0","7469","45.3","40","190.84","0","0","0","0","9th week","0","0","90280","16500","1.0"
"19750","19750","19750.0","60 months","BAT3840785","10.99","B","B4","truck driver","10+ years","MORTGAGE","55000","853xx,AZ","33.8","0","0","11","0","13116","35.6","17","1187.47","0","0","0","0","31th week","0","308","218195","36800","1.0"
"9175","9175","9175.0","36 months","BAT3058155","12.12","B","B3",,"n/a","OWN","28300","954xx,CA","17.81","0","0","8","0","12076","64.9","16","1813.96","0","0","0","0","156th week","0",,"0","0","1.0"
"8000","8000","8000.0","36 months","BAT3780546","11.55","B","B3","Veolia Transportation","7 years","RENT","50000","852xx,AZ","11.3","0","0","6","0","4867","41.6","13","377.19","0","0","0","0","26th week","0","0","17818","11700","1.0"
"8000","8000","8000.0","36 months","BAT3780546","10.64","B","B2","yavapai county government facilities dep","8 years","MORTGAGE","46000","863xx,AZ","6.91","0","1","9","0","2191","45.6","10","576.07","0","0","0","0","39th week","0","0","160385","4800","1.0"
"2750","2750","2750.0","36 months","BAT5319342","25.57","F","F5","General Manager","4 years","RENT","45000","104xx,NY","2.27","0","1","3","0","1250","73.5","4","459.59","0","0","0","0","35th week","0","0","1250","1700","1.0"
"10500","10500","10500.0","60 months","BAT5241177","13.99","C","C4","Security Personel","7 years","RENT","42500","331xx,FL","10.03","0","3","9","0","1461","6.6","23","464.74","0","0","0","0","17th week","0","226","8538","22300","1.0"
"20000","20000","20000.0","36 months","BAT6248271","7.69","A","A4","Piping Designer","< 1 year","MORTGAGE","126000","945xx,CA","11.13","0","0","8","0","13976","46.6","25","967.57","0","0","0","0","35th week","0","0","310210","30000","1.0"
"14000","14000","14000.0","60 months","BAT6004464","12.59","C","C2","TAX COLLECTOR","5 years","MORTGAGE","34000","287xx,NC","27.21","0","0","20","0","15462","40.9","27","0","0","0","0","0","NAth week","0","0","73889","36400","1.0"
"2000","2000","2000.0","36 months","BAT422167","15.61","D","D1","Facilities Maintenance/Purchasing","6 years","MORTGAGE","45000","300xx,GA","10.69","2","1","17","3","7348","42.2","20","166.39","0","0","0","0","31th week","0","0","97442","17400","1.0"
"12600","12600","12600.0","36 months","BAT6004464","9.76","B","B3","General Merchandise Lead","10+ years","MORTGAGE","32000","063xx,CT","19.2","0","0","6","0","10196","77.2","8","95.65","0","0","0","0","4th week","0","0","14786","13200","1.0"
"12000","12000","12000.0","60 months","BAT6612051","13.33","C","C3","Radiologic Technologist","2 years","RENT","32000","922xx,CA","34.88","0","0","13","0","9410","57","14","1132.62","0","0","0","0","39th week","0","0","42266","16500","1.0"
"25000","25000","25000.0","36 months","BAT6248271","12.99","C","C1","Engineer","10+ years","MORTGAGE","91320","380xx,TN","13.15","2","0","8","0","4081","53","24","3378.18","0","0","0","0","65th week","0","954","241622","7700","1.0"
"14400","14400","14400.0","60 months","BAT5260863","12.29","C","C1","Staff Associate","10+ years","MORTGAGE","59000","952xx,CA","12.87","1","0","11","0","8044","28.2","19","427.22","0","0","0","1","13th week","0","50","192485","28500","1.0"
"28000","28000","27975.0","36 months","BAT4127326","7.12","A","A3","Senior Manager","10+ years","MORTGAGE","124000","956xx,CA","23.14","0","0","11","0","39718","50","33","1927.73","0","0","0","0","61th week","0","0","451809","82000","1.0"
"33050","33050","33050.0","36 months","BAT422167","10.99","B","B4","Biomedical equipment Specialist III","1 year","MORTGAGE","67000","395xx,MS","22.14","0","1","23","0","48704","41.8","55","1687.56","0","0","0","0","26th week","0","0","236154","116600","1.0"
"8000","8000","8000.0","36 months","BAT5260863","12.29","C","C1","collections agent","< 1 year","RENT","28000","430xx,OH","12.1","0","0","7","0","3507","32.8","8","234.64","0","0","0","0","13th week","0","0","6787","10700","1.0"
"4850","4850","4850.0","36 months","BAT422167","16.55","D","D2","Maintenance painter","10+ years","MORTGAGE","35000","937xx,CA","36.59","0","0","8","0","11049","53.9","23","432.66","0","0","0","0","31th week","0","0","35983","20500","1.0"
"27000","27000","26950.0","60 months","BAT6004464","16.55","D","D2","Customer Compliance Manager","2 years","MORTGAGE","113000","119xx,NY","15.46","0","0","11","0","48684","93.6","17","322.73","0","0","0","0","4th week","0","0","179037","52000","1.0"
"4000","4000","4000.0","36 months","BAT6248271","6.03","A","A1","Assistant Director","9 years","OWN","45000","386xx,MS","14.03","0","0","3","0","4047","80.9","12","243.72","0","0","0","0","65th week","0","0","29930","5000","1.0"
"15000","15000","14975.0","36 months","BAT3938478","9.99","B","B1","Registered Nurse","3 years","RENT","75000","121xx,NY","11.04","0","0","14","0","13420","33.8","29","2244.6","0","0","0","0","117th week","0","0","21286","39700","1.0"
"15000","15000","15000.0","60 months","BAT6612051","17.86","D","D5","Sales","10+ years","MORTGAGE","94000","231xx,VA","34.21","0","1","26","0","31249","64.6","36","1274.89","0","0","0","0","22th week","0","0","275669","48400","1.0"
"6500","6500","6500.0","36 months","BAT3274746","6.62","A","A2","Information Services Analyst","3 years","MORTGAGE","40000","274xx,NC","21.06","0","2","15","0","5653","9.3","25","290.88","0","0","0","0","44th week","0","0","30546","60700","1.0"
"7000","7000","7000.0","36 months","BAT6612051","13.99","C","C4","Claims Adjuster","1 year","OWN","42000","731xx,OK","29.06","0","2","12","0","12084","57","61","525.88","0","0","0","0","35th week","0","432","115239","21200","1.0"
"33000","33000","33000.0","36 months","BAT5319342","12.49","B","B5","VP of Operations","10+ years","MORTGAGE","85000","770xx,TX","13.73","0","1","14","0","2368","5.7","30","4704.67","0","0","0","0","74th week","0","285","213102","41700","1.0"
"8000","8000","8000.0","36 months","BAT3840785","10.99","B","B4","Sr. Electronics Technician","10+ years","MORTGAGE","110000","853xx,AZ","10.6","5","0","11","0","2521","18.5","37","471.15","0","0","0","0","31th week","0","0","157266","13600","1.0"
"28000","28000","28000.0","36 months","BAT3554832","23.28","F","F2","Network Recovery Services","10+ years","MORTGAGE","115000","117xx,NY","14.98","0","1","7","0","18601","91.2","27","11161.64","0","0","0","0","156th week","0","0","501110","20400","1.0"
"26500","26500","26500.0","60 months","BAT5060554","22.99","F","F1","Client Solutions Executive","2 years","RENT","62000","300xx,GA","15.02","0","1","8","0","5894","47.2","10","5735.86","0","0","0","0","52th week","0","0","38516","12500","1.0"
"6000","6000","6000.0","36 months","BAT4711174","11.99","B","B3","Recruiting Coordinator","< 1 year","MORTGAGE","33000","775xx,TX","3.49","0","0","7","0","739","8.4","10","1024.91","0","0","0","0","104th week","0","0","120325","8800","1.0"
"14400","14400","14400.0","36 months","BAT5319342","10.99","B","B3","Customer Install Specialist","10+ years","MORTGAGE","66000","335xx,FL","17.16","1","2","11","0","15762","67.1","31","1874.08","0","0","0","0","78th week","0","0","135599","23500","1.0"
"7200","7200","6700.0","36 months","BAT3314901","14.35","C","C4","Allen Samuels Dodge","10+ years","MORTGAGE","108000","762xx,TX","16.71","0","1","12","0","8884","52","26","1697.27","0","0","0","0","157th week","0",,"0","0","1.0"
"5000","5000","4750.0","36 months","BAT4363995","7.49","A","A4","EMC Corporation","10+ years","MORTGAGE","225000","201xx,VA","16.45","0","0","10","0","129071","90.9","26","595.72","0","0","0","0","161th week","0",,"0","0","1.0"
"15000","15000","15000.0","60 months","BAT5349407","18.25","D","D3","cook","10+ years","MORTGAGE","66000","950xx,CA","14.22","0","0","6","0","24327","100.1","16","4582.62","0","0","0","0","104th week","0","0","408765","24300","1.0"
"15000","15000","15000.0","60 months","BAT6612051","20.49","E","E4","911 Telecomunicator","6 years","MORTGAGE","65000","815xx,CO","24.87","0","2","14","1","10517","55","26","1942.92","0","0","0","1","35th week","0","0","208306","18950","1.0"
"5600","5600","5600.0","36 months","BAT6004464","9.8","B","B3","Recruiter","3 years","RENT","80000","981xx,WA","14.78","0","0","8","0","17756","90.6","26","0","0","0","0","0","NAth week","0","0","85423","19600","1.0"
"9850","9850","9850.0","36 months","BAT5349407","11.99","B","B3","line worker","10+ years","MORTGAGE","39000","491xx,MI","25.91","0","1","24","0","5159","13.2","45","1682.59","0","0","0","0","104th week","0","0","127051","39100","1.0"
"12000","12000","12000.0","36 months","BAT4408664","18.49","D","D2",,"2 years","RENT","78900","891xx,NV","17.08","0","0","16","0","9428","72.5","36","3656.99","0","0","0","0","139th week","0","0","168595","13000","1.0"
"10800","10800","10800.0","36 months","BAT528686","11.14","B","B2","Merced County","5 years","RENT","57000","953xx,CA","18.32","0","0","9","0","21924","51.7","18","1180.86","0","0","0","0","61th week","0","0","33749","42400","1.0"
"6000","6000","6000.0","36 months","BAT5046402","7.9","A","A4","Alzheimer's Association","5 years","RENT","138000","727xx,AR","9.96","0","0","11","0","12768","86.3","22","751.57","0","0","0","0","144th week","0","0","16475","14800","1.0"
"6300","6300","6300.0","36 months","BAT4318899","6.49","A","A2","Human Resources Manager","10+ years","RENT","64300","786xx,TX","4.4","0","1","16","1","8452","25.7","21","372.25","0","0","0","0","57th week","0","0","8452","32900","1.0"
"7000","7000","7000.0","36 months","BAT4031849","13.05","B","B5","UPMC","< 1 year","MORTGAGE","51000","152xx,PA","34.68","0","3","7","0","13011","50.6","30","1074.64","0","0","0","0","74th week","0","0","178744","25694","1.0"
"14150","14150","14150.0","36 months","BAT3016651","14.64","C","C3",,"4 years","MORTGAGE","36000","924xx,CA","29.3","0","2","10","1","5917","26","35","2378.07","0","0","0","0","74th week","0","0","24219","22500","1.0"
"24000","24000","24000.0","60 months","BAT338166","14.49","C","C4","VP","10+ years","RENT","95000","322xx,FL","19.04","0","0","9","1","10837","39.3","35","4215.33","0","0","0","1","70th week","0","771","36218","27600","1.0"
"16000","16000","16000.0","36 months","BAT3274746","15.61","C","C5","Teacher/Coach","< 1 year","RENT","40000","782xx,TX","16.32","0","0","7","0","15739","40","20","3327.21","0","0","0","0","91th week","0","1370","15739","39000","1.0"
"29175","29175","29175.0","36 months","BAT5046402","19.05","D","D4","Airway Heights Correction Center","10+ years","MORTGAGE","65088","990xx,WA","22.18","1","1","12","0","13891","92","29","6239.33","68.51","0","0","0","74th week","0","0","190137","15100","1.0"
"7500","7500","7500.0","36 months","BAT3404765","13.11","B","B4","J P Morgan Chase","3 years","RENT","35000","328xx,FL","13.71","0","1","12","0","3789","22.8","25","1187.87","0","0","0","0","78th week","0","0","17312","16600","1.0"
"10000","10000","10000.0","36 months","BAT4711174","14.47","C","C2",,"n/a","OWN","65000","103xx,NY","10.06","0","2","10","0","15570","64.3","30","2030.42","0","0","0","0","100th week","0","0","15570","24200","1.0"
"25000","25000","24900.0","36 months","BAT5060554","8.19","A","A5","Systems Engineer","3 years","MORTGAGE","75000","079xx,NJ","8.4","0","0","7","0","2196","8.1","13","1311.16","0","0","0","0","48th week","0","100","11204","27100","1.0"
"13375","13375","13375.0","60 months","BAT5737941","19.72","D","D5","NYC Law Department","1 year","RENT","40000","104xx,NY","19.96","0","0","12","0","20881","88.5","19","2286.51","0","678.03","6.780299997","0","48th week","0",,"0","0","1.0"
"10000","10000","10000.0","36 months","BAT4729018","6.68","A","A3","Associate Information Systems Analyst","3 years","MORTGAGE","48500","959xx,CA","24.45","0","0","12","0","7392","80.3","19","530.28","0","0","0","0","48th week","0","0","154068","9200","1.0"
"12375","12375","12375.0","60 months","BAT3563724","21","E","E1","Project Manager","< 1 year","OWN","70000","770xx,TX","32.32","0","0","8","0","14768","79.4","10","4706.63","0","0","0","0","109th week","0","0","71146","18600","1.0"
"12000","12000","12000.0","36 months","BAT6248271","9.17","B","B1","Loan Servicing Specalist","1 year","RENT","40000","633xx,MO","23.4","0","0","9","0","12225","35.7","9","1134.22","0","0","0","0","65th week","0","0","42140","34200","1.0"
"29850","29850","29850.0","60 months","BAT6612051","9.99","B","B3","Superintendent","2 years","RENT","65000","930xx,CA","19.89","0","1","12","0","24568","68.2","18","1863.49","0","0","0","0","35th week","0","0","33207","36000","1.0"
"9000","9000","9000.0","36 months","BAT446479","11.67","B","B4","cosmetics manager","10+ years","MORTGAGE","68000","191xx,PA","7.22","0","1","12","0","16878","48.1","15","1196.21","0","0","0","0","74th week","0","0","85843","35100","1.0"
"22950","22950","22950.0","60 months","BAT5060554","10.49","B","B3","Sr. Plan Analyst","7 years","MORTGAGE","85000","606xx,IL","14.03","0","0","17","0","25772","60.9","21","1063.17","0","0","0","0","26th week","0","0","270172","42302","1.0"
"8850","8850","8850.0","36 months","BAT5662637","18.55","E","E2","security guard","7 years","RENT","33000","112xx,NY","21.27","0","1","5","0","2274","98.9","8","645.77","0","0","0","0","22th week","0","0","21896","2300","1.0"
"10000","10000","10000.0","36 months","BAT3780546","11.55","B","B3","Seton Manor","3 years","MORTGAGE","62000","179xx,PA","14.59","0","0","13","1","6507","45.2","17","1768.95","0","0","0","0","122th week","0","363","174972","14400","1.0"
"8400","8400","8400.0","36 months","BAT4127326","10.49","B","B3","Sales Engineer","4 years","RENT","113000","951xx,CA","15.92","4","1","11","0","11292","50.6","27","487.35","0","0","0","0","30th week","0","0","109023","22300","1.0"
"21000","21000","21000.0","36 months","BAT3369838","6.62","A","A2","MRE Consulting","2 years","MORTGAGE","135000","770xx,TX","13.46","1","1","23","0","24321","39.1","49","2176.77","0","0","0","0","139th week","0","0","308803","62200","1.0"
"16500","16500","16450.0","60 months","BAT3938478","16.2","C","C4","Car washer","10+ years","RENT","82000","104xx,NY","15.19","0","0","18","0","18233","56.4","32","5055.42","0","0","0","0","117th week","0","0","32897","32300","1.0"
"15900","15900","15900.0","60 months","BAT3780546","23.5","F","F1","Citi","7 years","MORTGAGE","110000","073xx,NJ","10.55","0","5","10","0","25697","51.2","29","311.38","0","0","0","0","4th week","0","0","416959","50236","1.0"
"22975","22975","22975.0","60 months","BAT5662637","19.99","E","E4","clerk","10+ years","MORTGAGE","72000","189xx,PA","15.9","0","1","13","1","5827","43.5","39","2187.62","0","0","0","0","26th week","0","0","13536","13400","1.0"
"2800","2800","2800.0","36 months","BAT6004464","9.76","B","B3","Kiln Operator","10+ years","MORTGAGE","74000","644xx,MO","3.28","0","0","4","0","285","21.9","15","0","0","0","0","0","NAth week","0","0","83670","1300","1.0"
"1000","1000","1000.0","36 months","BAT3016651","18.25","D","D3","carrier","1 year","MORTGAGE","44000","826xx,WY","30.03","0","0","11","0","9052","75.4","16","245.13","0","0","0","0","91th week","0","0","197145","12000","1.0"
"35000","35000","35000.0","36 months","BAT4729018","7.89","A","A5","Police Officer","10+ years","MORTGAGE","1.00E+05","641xx,MO","11.67","0","0","10","0","26212","60.1","26","2025.48","0","0","0","0","43th week","0","0","120228","43600","1.0"
"15150","15150","15150.0","60 months","BAT4106493","20.99","E","E5","Ops Specialist, Fleet","10+ years","MORTGAGE","42000","230xx,VA","32.57","0","4","23","1","11475","67.1","63","509.8","0","0","0","0","9th week","0","0","29193","17100","1.0"
"6400","6400","6400.0","36 months","BAT6248271","10.99","B","B3","assembler","10+ years","OWN","28000","142xx,NY","20.51","0","0","5","0","4853","80.9","8","725.54","0","0","0","0","65th week","0","0","20388","6000","1.0"
"30000","30000","30000.0","60 months","BAT4106493","9.17","B","B2","Director","< 1 year","RENT","140000","750xx,TX","28.01","0","0","14","0","53875","73","25","198.68","0","0","0","0","4th week","0","0","332459","74050","1.0"
"32000","32000","32000.0","36 months","BAT5241177","12.29","C","C1","Global Pricing Publications Manager","10+ years","MORTGAGE","89304","660xx,KS","32.02","0","0","28","0","39713","38.7","49","1263.14","0","0","0","0","17th week","0","0","380442","102600","1.0"
"16800","16800","16800.0","36 months","BAT338166","13.35","C","C2","Sr. Manager","10+ years","MORTGAGE","135000","770xx,TX","20.27","0","0","21","0","24658","67.2","51","2452.97","0","0","0","0","70th week","0","74","79862","36700","1.0"
"9450","9450","9450.0","36 months","BAT4711174","14.98","C","C3","Writer/Editor","8 years","RENT","30000","112xx,NY","21.64","0","0","7","0","6223","85.2","18","2083.87","0","0","0","0","109th week","0","0","78697","7300","1.0"
"3600","3600","3600.0","36 months","BAT6004464","7.89","A","A5","Teacher/ Home Instructor","2 years","OWN","60000","109xx,NY","8.58","0","0","7","0","17475","83.6","14","20.51","0","0","0","0","4th week","0","0","17475","20900","1.0"
"18900","18900","18600.0","60 months","BAT4729018","15.61","D","D1","Credit Analyst","7 years","RENT","55000","532xx,WI","17.59","0","1","11","0","20718","87.1","14","1417.09","0","0","0","0","26th week","0","0","34934","23800","1.0"
"15000","15000","14975.0","36 months","BAT3274746","12.49","B","B4",,"n/a","RENT","64000","303xx,GA","23.46","2","1","6","1","2733","56.9","28","2470.98","0","0","0","0","91th week","0","0","5461","4800","1.0"
"24000","24000","24000.0","36 months","BAT5260863","7.89","A","A5","EVP","3 years","MORTGAGE","2.00E+05","380xx,TN","16.46","0","0","7","0","18797","43.2","14","301.18","0","0","0","0","13th week","0","0","434820","43500","1.0"
"15475","15475","15225.0","60 months","BAT5737941","12.12","B","B3","Full Sail University","9 years","MORTGAGE","68000","328xx,FL","23.59","0","0","21","0","18066","75.3","42","1334.58","0","787.76","7.81","0","39th week","0",,"0","0","1.0"
"4200","4200","4200.0","60 months","BAT3314901","15.58","D","D3",,"8 years","RENT","45000","802xx,CO","5.44","0","0","9","0","8611","87.6","14","1399.46","0","0","0","0","139th week","0",,"0","0","1.0"
"28000","28000","28000.0","36 months","BAT5060554","8.19","A","A5","Supervisor","10+ years","RENT","72000","871xx,NM","19.5","0","1","7","0","16239","63.2","24","1825.44","0","0","0","0","52th week","0","0","41996","25700","1.0"
"25000","25000","25000.0","60 months","BAT4217242","15.31","C","C4","Sr. Business Systems Analyst","10+ years","MORTGAGE","105000","065xx,CT","14.37","0","0","10","0","24714","83.8","19","5645.87","0","0","0","0","87th week","0","0","418666","29500","1.0"
"15000","15000","15000.0","36 months","BAT3840785","9.17","B","B2","Registered Nurse","3 years","MORTGAGE","59459","495xx,MI","28.89","1","1","15","0","26338","48.6","38","735.64","0","0","0","0","31th week","0","0","221206","54200","1.0"
"13000","13000","13000.0","36 months","BAT3274746","7.9","A","A4","Director of Contract Procurement","10+ years","MORTGAGE","53000","660xx,KS","14.24","0","1","6","0","18466","70.5","22","1334.12","0","0","0","0","91th week","0","0","148830","26200","1.0"
"12000","12000","12000.0","36 months","BAT6612051","9.99","B","B3","Operation department","5 years","RENT","50000","917xx,CA","32.14","1","0","18","0","14247","52.8","31","814.65","0","0","0","0","39th week","0","0","55852","27000","1.0"
"13000","13000","13000.0","36 months","BAT5662637","5.32","A","A1","Assistant Manager, Portfolio Analytics","1 year","RENT","77500","021xx,MA","15.87","0","0","11","0","8951","12.2","14","146.4","0","0","0","0","9th week","0","0","67605","73400","1.0"
"18000","18000","18000.0","60 months","BAT4031849","10.64","B","B2","Granite Construction Co","10+ years","RENT","45000","856xx,AZ","20.29","0","1","12","0","33563","48.2","29","3640.56","0","0","0","0","122th week","0","0","33563","69600","1.0"
"27350","27350","27350.0","60 months","BAT5060554","17.14","D","D4","Engineer 5","9 years","RENT","86694","063xx,CT","18.33","0","0","23","0","13242","17.9","27","4006.26","0","0","0","0","48th week","0","0","25167","74100","1.0"
"10000","10000","10000.0","36 months","BAT5903747","13.11","B","B4","Die Cuts With a View, Aquisition Corp","< 1 year","RENT","47000","841xx,UT","13.12","0","1","10","0","8136","76","10","1915.17","0","0","0","0","113th week","0",,"0","0","1.0"
"6400","6400","6400.0","36 months","BAT5903747","18.25","D","D3","security national automotive","3 years","RENT","40000","450xx,OH","16.53","1","0","4","0","1411","94.1","10","1795.32","0","0","0","0","152th week","0",,"0","0","1.0"
"14400","14400","14400.0","60 months","BAT422167","11.53","B","B5","Project Coordinator","2 years","MORTGAGE","56000","072xx,NJ","17.55","1","1","24","1","6309","30.5","79","794.87","0","0","0","0","31th week","0","0","57782","20700","1.0"
"20000","20000","20000.0","60 months","BAT6004464","13.18","C","C3","president","10+ years","MORTGAGE","63000","171xx,PA","15.81","0","1","6","4","4474","89.5","13","0","0","0","0","0","NAth week","0","0","76349","5000","1.0"
"8500","8500","8500.0","36 months","BAT5060554","11.44","B","B4","valet manager","10+ years","MORTGAGE","26000","891xx,NV","22.07","0","1","16","0","11637","19","25","698.91","0","0","0","0","48th week","0","0","194454","61400","1.0"
"25000","25000","25000.0","60 months","BAT5349407","21.48","E","E2","Maintenance Mechanic","10+ years","RENT","76400","454xx,OH","28.68","4","2","15","0","21457","43.9","29","9078.97","0","0","0","0","104th week","0","25","62315","48900","1.0"
"10000","10000","10000.0","60 months","BAT4192219","13.61","C","C2","Wallstreet Insurance Group","3 years","MORTGAGE","38900","651xx,MO","16.53","2","1","11","0","22070","33.8","27","1992.64","0","0","0","0","91th week","0",,"0","0","1.0"
"16800","16800","16800.0","36 months","BAT3369838","6.62","A","A2","Avaya","10+ years","RENT","160000","339xx,FL","3.26","0","0","12","0","8306","18.4","43","1726.29","0","0","0","0","135th week","0","169","16746","45100","1.0"
"15000","15000","15000.0","36 months","BAT6004464","14.48","C","C5","Probation Officer and Adjunct Professor","10+ years","MORTGAGE","83000","088xx,NJ","23.35","0","2","19","1","20616","57.6","39","0","0","0","0","0","NAth week","0","0","129063","35800","1.0"
"20975","20975","20975.0","60 months","BAT4106493","13.67","C","C4","Calibration Technician","6 years","MORTGAGE","47840","468xx,IN","29.93","0","0","19","0","17196","66.9","27","443.22","0","0","0","0","9th week","0","0","122138","25700","1.0"
"15000","15000","15000.0","36 months","BAT5260863","8.18","B","B1","Registered Nurse","4 years","RENT","50000","604xx,IL","21.99","0","1","15","0","19740","37.1","36","285.56","0","0","0","0","13th week","0","0","48409","53200","1.0"
"35000","35000","35000.0","36 months","BAT3041298","21.6","E","E3","Buhler Ford Inc","1 year","RENT","190000","088xx,NJ","15.06","0","0","22","0","36802","89.3","33","5696.98","0","3961.07","39.42169999","0","43th week","0","0","51077","41200","1.0"
"15000","15000","15000.0","60 months","BAT5260863","12.29","C","C1","admin","3 years","MORTGAGE","50000","070xx,NJ","22.54","0","0","10","0","14606","54.5","28","310.51","0","0","0","1","9th week","0","1272","20183","26800","1.0"
"3000","3000","3000.0","36 months","BAT4268557","16.55","D","D2","Home Based Agent","3 years","OWN","50000","347xx,FL","8.88","0","0","19","0","6853","23.5","24","366.42","0","0","0","0","44th week","0","0","8605","29100","1.0"
"20000","20000","20000.0","60 months","BAT422167","18.25","E","E1","Process Engineer","3 years","RENT","70000","927xx,CA","7.71","0","0","9","0","580","4.6","15","2041.26","0","0","0","0","31th week","0","0","19397","12700","1.0"
"30000","30000","30000.0","60 months","BAT446479","12.99","C","C1","Engineer","10+ years","MORTGAGE","99000","030xx,NH","19.08","0","1","8","0","19384","61.5","13","4732.8","0","0","0","0","70th week","0","0","332396","31500","1.0"
"25000","25000","25000.0","36 months","BAT4664105","12.69","C","C2","High School Assistant Principal","5 years","RENT","113900","923xx,CA","33.17","0","0","28","0","42676","92.6","50","1163.57","0","0","0","0","22th week","0","0","304944","46100","1.0"
"25000","25000","24950.0","60 months","BAT6004464","11.99","C","C1","Air Traffic Controller","7 years","MORTGAGE","181000","945xx,CA","12.36","0","0","7","0","21004","95.5","35","0","0","0","0","0","NAth week","0","0","569417","22000","1.0"
"24000","24000","24000.0","36 months","BAT4711174","8.9","A","A5","Marketing Associate","8 years","MORTGAGE","90000","146xx,NY","19.37","0","0","12","0","32120","62.6","32","3073.42","0","0","0","0","109th week","0","0","140695","51300","1.0"
